"","SymphonyID","Zip"
"516","11851399","38004"
"517","11851510","37363"
"518","11851582","30076"
"519","11851662","30214"
"520","11851824","37067"
"521","11851826","97423"
"522","11851904","75093"
"523","11851938","75070"
"524","11851992","75670"
"525","11852099","77706"
"526","11852127","46805"
"527","11852279","76012"
"528","11852536","76054"
"529","11852792","76020"
"530","11852832","94531"
"531","11852846","79735"
"532","11852999","79735"
"533","11853106","78731"
"534","11853140","78240"
"535","11853199","89436"
"536","11853240","30002"
"537","11853443","80220"
"538","11853467","77530"
"539","11853485","48001"
"540","11853569","22911"
"541","11853592","79907"
"542","11853599","78759"
"543","11853735","76855"
"544","11853777","75633"
"545","11855911","78414"
"546","11856112",NA
"547","11856114","97703"
"548","11856130","84020"
"549","11856188","97060"
"550","11856586","15824"
"551","11856615","32608"
"552","11856679","27710"
"553","11856709","95630"
"554","11856715","23238"
"555","11856823","06066"
"556","11856838","27704"
"557","11856842","20186"
"558","11857067","20186"
"559","11857128","23320"
"560","11857200","98503"
"561","11857319","59101"
"562","11857327","83617"
"563","11857363","94705"
"564","11857397","83712"
"565","11857503","25303"
"566","11857515","26038"
"567","11857544","00601"
"568","11857656","17837"
"569","11857763","53403"
"570","11857843","83642"
"571","11857932","46250"
"572","11858253","95816"
"573","11858328","92543"
"574","11859305","31093"
"575","11859911","10701"
"576","11860158","10003"
"577","11860484","13903"
"578","11860667","45662"
"579","11860987","49286"
"580","11861021","21042"
"581","11861299","98166"
"582","11861696","19107"
"583","11861699","95377"
"584","11862342","21157"
"585","11862362","77469"
"586","11862395","32901"
"587","11862397","32901"
"588","11862599","33143"
"589","11862641","04976"
"590","11862893","10512"
"591","11862944","18641"
"592","11862956","71111"
"593","11862964","79761"
"594","11862994","97132"
"595","11863587","60622"
"596","11863603","78577"
"597","11864979","38501"
"598","11865173","63119"
"599","11865206","75601"
"600","11865336","30342"
"601","11865385","95945"
"602","11865427","15235"
"603","11866076","85395"
"604","11866197","93710"
"605","11866223","50023"
"606","11866431","02891"
"607","11867327","48811"
"608","11868604","44094"
"609","11868689","54915"
"610","11868831","64093"
"611","11868851","12524"
"612","11869064","76011"
"613","11869177","54935"
"614","11869201","06002"
"615","11869460","01841"
"616","11869564","06082"
"617","11869771","00988"
"618","11869782","30309"
"619","11869952","75034"
"620","11870090","30064"
"621","11870242","25701"
"622","11870359","35950"
"623","11870365","92691"
"624","11870413","-"
"625","11870461","23229"
"626","11870748","08210"
"627","11870966","48328"
"628","11871014","30909"
"629","11871348","30901"
"630","11871375","75069"
"631","11871403","50701"
"632","11871417","53216"
"633","11871423","40741"
"634","11871597","40509"
"635","11872971","30606"
"636","11872973","30606"
"637","11873023","19808"
"638","11873061","01570"
"639","11873117","10003"
"640","11873250","33558"
"641","11873471","91345"
"642","11873564","60622"
"643","11874101","33548"
"644","11874277","62401"
"645","11874341","77089"
"646","11874388","02721"
"647","11874420","73159"
"648","11874565","30034"
"649","11874682","19806"
"650","11874889","95010"
"651","11874893","94806"
"652","11875103","22427"
"653","11875337","14150"
"654","11875492","14226"
"655","11875879","43560"
"656","11875907","40514"
"657","11875911","02379"
"658","11875939","95991"
"659","11876189","20147"
"660","11876323","79763"
"661","11876392","40207"
"662","11888902","22835"
"663","11889323","48116"
"664","118932","35058"
"665","11901065","93901"
"666","11901292","99508"
"667","11911586","10002"
"668","11911874","00988"
"669","11911899","53717"
"670","11926196","61704"
"671","11958614","00601"
"672","11958630","96097"
"673","11958646",NA
"674","11959368","95969"
"675","11959425","85941"
"676","11959446","06078"
"677","11959466","27704"
"678","11959484","94583"
"679","11959657",NA
"680","11959780","62263"
"681","11959967",NA
"682","11960021","97415"
"683","11960042","17837"
"684","11960137","27292"
"685","11960151","11795"
"686","11960202","85705"
"687","11960423","53715"
"688","11960618","15146"
"689","11960811","28365"
"690","11960898","95370"
"691","11960968","83440"
"692","11960987","97401"
"693","11961025","06473"
"694","11961062","02026"
"695","11961082","21204"
"696","11961232","33308"
"697","11961236",NA
"698","11961252","48084"
"699","11961308","93105"
"700","11961339","00988"
"701","11961408","14757"
"702","11961519",NA
"703","11961697","60031"
"704","11961829","85037"
"705","11962125","53221"
"706","11962242",NA
"707","11962358","53212"
"708","11962385","53223"
"709","11962396","53081"
"710","11962480","36608"
"711","11962538","74003"
"712","11962611","27803"
"713","11962641","23185"
"714","11962690","87505"
"715","11962698","14626"
"716","11962795","00601"
"717","11962819","80304"
"718","11962878","86333"
"719","11963096","95667"
"720","11963116","95969"
"721","11963130","86401"
"722","11963162",NA
"723","11963164","14437"
"724","11963307","00601"
"725","11963355","77380"
"726","11963507","00601"
"727","11963674","48167"
"728","11963787","38004"
"729","11963861","27704"
"730","11963982","19462"
"731","11964040","19610"
"732","11964145","17837"
"733","11964167","94558"
"734","11964356","76182"
"735","11964386","02139"
"736","11964433","89014"
"737","11964526","78750"
"738","11964530","28304"
"739","11964534","75032"
"740","11964889","83401"
"741","11964909",NA
"742","11965149","01089"
"743","11965196","67212"
"744","11965216","48187"
"745","11965320","98405"
"746","11965352",NA
"747","11965471","81428"
"748","11965550","17601"
"749","11965685","28601"
"750","11965687","28120"
"751","11966079","96001"
"752","11966156","95726"
"753","11966160","94598"
"754","11966173","96080"
"755","11966219","85712"
"756","11966244","22102"
"757","11966286","27262"
"758","11966326","76247"
"759","11966425","51503"
"760","11966450","06320"
"761","11966682","94608"
"762","11966695","12883"
"763","11966779","29732"
"764","11966797","28374"
"765","11966837","80534"
"766","11966845","84132"
"767","11966869","84120"
"768","11967200","85308"
"769","11967307","38401"
"770","11967324","07503"
"771","11967356","06102"
"772","11967380","00988"
"773","11967420","93221"
"774","11967442",NA
"775","11967446","62650"
"776","11967488","49442"
"777","11967663","03908"
"778","11967797","48334"
"779","11984511","59101"
"780","11984536","94608"
"781","11984558","94523"
"782","11984632","27103"
"783","12027650","08034"
"784","12061131","30132"
"785","12061553","62650"
"786","12080905","21401"
"787","12081529","78230"
"788","12082028","23832"
"789","12082100","33467"
"790","12082176","06905"
"791","12082261","75024"
"792","12082330","53226"
"793","12082338","60914"
"794","12082419","91910"
"795","12082556","08648"
"796","12082561","06457"
"797","12082589","48742"
"798","12082593","73170"
"799","12082595","06320"
"800","12082648","48092"
"801","12082681","33458"
"802","12082753","07504"
"803","12082929","64506"
"804","12083149","22901"
"805","12083168","14845"
"806","12083180","66606"
"807","12083208","74133"
"808","12083343","17015"
"809","12083557","89149"
"810","12083646","07928"
"811","12083656","31088"
"812","12083696","27948"
"813","12083700","06762"
"814","12083711","71118"
"815","12083743","33709"
"816","12083770","63028"
"817","12083799","32137"
"818","12083894","95210"
"819","12084162","60423"
"820","12084262","95062"
"821","12084270","94109"
"822","12084348","38016"
"823","12084364","07016"
"824","12084457","21740"
"825","12096940",NA
"826","12158384","30114"
"827","12158388","31405"
"828","12158590","00988"
"829","12158628","37804"
"830","12158708","55102"
"831","12158774","68776"
"832","12158795","75442"
"833","12158831","79604"
"834","12159020","94523"
"835","12159102","52342"
"836","12159171","36609"
"837","12159181","39581"
"838","12159219","16803"
"839","12159241","19610"
"840","12159567","86001"
"841","12159667",NA
"842","12159694",NA
"843","12159718","66062"
"844","12159789","53072"
"845","12159856","74012"
"846","12159880","75074"
"847","12174982",NA
"848","12176913","21804"
"849","121803","24153"
"850","12190440","43402"
"851","121955","23238"
"852","12196932",NA
"853","12197113","46805"
"854","12197257","29576"
"855","12197875","28655"
"856","12198140","85712"
"857","12198467","06482"
"858","12198536","00601"
"859","12198743","21918"
"860","12199268","81212"
"861","12199551","02721"
"862","12210450","04073"
"863","12214650","95382"
"864","12215011","77469"
"865","12238507","95603"
"866","12238539","89703"
"867","12238573","14865"
"868","12238621","32653"
"869","12238633",NA
"870","122584","23693"
"871","12261956","00988"
"872","12426496","98502"
"873","12437357","99508"
"874","12439953","94110"
"875","12441108","75243"
"876","12441166","97005"
"877","12446912","91767"
"878","12446920","95825"
"879","12447037","53210"
"880","12447166","01604"
"881","12447168","27106"
"882","12447230","92037"
"883","12447240","10036"
"884","12447246","06105"
"885","12447259","32605"
"886","12502080","87109"
"887","12502103","49503"
"888","12516074","37355"
"889","12516091","54935"
"890","12516119","00988"
"891","12516127","60640"
"892","12516184","20613"
"893","12516200","49686"
"894","12516263","37129"
"895","12516447","79735"
"896","12516534","84041"
"897","12516591","67601"
"898","12516614","30060"
"899","12516632","66762"
"900","12516709","34957"
"901","12516721","00601"
"902","12516748","37355"
"903","12516848","84041"
"904","12516871","97306"
"905","12516893","97756"
"906","12517065","85755"
"907","12517202","27215"
"908","12517278","49024"
"909","12517280","49024"
"910","12517350","89521"
"911","12517387","03860"
"912","12517395","53089"
"913","12517401","49686"
"914","12517458","77414"
"915","12517524","02540"
"916","12517566","02062"
"917","12517603","00601"
"918","12517720","98686"
"919","12517865","24740"
"920","12517899","74137"
"921","12517913","74006"
"922","12517915","73099"
"923","12517955","00601"
"924","12517967","75686"
"925","12518051","73401"
"926","12518124","85254"
"927","12518172","44646"
"928","12518275","08003"
"929","12518375","90067"
"930","12518398","45409"
"931","12518425","07871"
"932","12518542","14127"
"933","12518661","11572"
"934","12518688","11776"
"935","12518938","91730"
"936","12519010","92835"
"937","12519024","94117"
"938","12519087","02721"
"939","12519101","02556"
"940","12519111","65806"
"941","12519121","54957"
"942","12519185","04073"
"943","12519212","93065"
"944","12519222","01532"
"945","12519244","33542"
"946","12519252","04901"
"947","12519278","85004"
"948","12519308","15801"
"949","12519312","58103"
"950","12519351","17603"
"951","12519469","19342"
"952","12519475","43076"
"953","12519577","37803"
"954","12519684","95355"
"955","12519701","95010"
"956","12519743","44846"
"957","12519745","40962"
"958","12519786","41701"
"959","12535214","10710"
"960","12535344","19111"
"961","12535366","75032"
"962","12552229","80302"
"963","12552307","28640"
"964","12552397","94945"
"965","126176","31405"
"966","12654940","99302"
"967","12654968","19607"
"968","12655067","00601"
"969","12655099","56277"
"970","12655287","27609"
"971","12655291","27805"
"972","12655503","61107"
"973","12655523","73139"
"974","12655574","22079"
"975","12655588","82082"
"976","12655598","84341"
"977","12655620","83301"
"978","12655844","27526"
"979","12656116","38801"
"980","12656307","28403"
"981","12656438","86401"
"982","12656440","97202"
"983","12656496",NA
"984","12656500","00601"
"985","12656602","66048"
"986","12656718","95501"
"987","12656962","29910"
"988","12657093","11758"
"989","12657314","10001"
"990","12657382","61089"
"991","12657475","37615"
"992","12657477","22939"
"993","12657481","24018"
"994","12657493","19056"
"995","12657503","97225"
"996","12657511","57049"
"997","12657559","97068"
"998","12657792","11787"
"999","12657834","84790"
"1000","12657870","30014"
"1001","12657883","53716"
"1002","12657915","89148"
"1003","12658042","12180"
"1004","12658044","71957"
"1005","12658050","01201"
"1006","12658407","14701"
"1007","12658645","30078"
"1008","12658826","68310"
"1009","12658852","10940"
"1010","12658909","28625"
"1011","12659065","84010"
"1012","12659127","90027"
"1013","12659192","96001"
"1014","12659230","96007"
"1015","12659232","85122"
"1016","12683050","13617"
"1017","12689326","35801"
"1018","12691551","81428"
"1019","12696426","48108"
"1020","12697978","10029"
"1021","12698309","28557"
"1022","12698681","28621"
"1023","12699424","50309"
"1024","12700276","13815"
"1025","12700512","68106"
"1026","12701003","10994"
"1027","12701337","44223"
"1028","12705726","19610"
"1029","12705823","73102"
"1030","12705827","95762"
"1031","12705858","19333"
"1032","12705942","95811"
"1033","12706003","21401"
"1034","12706054","78759"
"1035","12706065","16508"
"1036","12706218","43240"
"1037","12706283","36207"
"1038","127132","33761"
"1039","12778143","92705"
"1040","12778174",NA
"1041","12901575","23314"
"1042","12901734","93657"
"1043","12901937","15601"
"1044","12901997","53209"
"1045","129385","44305"
"1046","12999963","37922"
"1047","13000345","85718"
"1048","13000663","71913"
"1049","13001002","32504"
"1050","13001475","95501"
"1051","13001663","93257"
"1052","13002308","93003"
"1053","13003275","19808"
"1054","13004429","43210"
"1055","13004497","33064"
"1056","13004528","34471"
"1057","13004559",NA
"1058","13005205",NA
"1059","13006244",NA
"1060","13008618","28803"
"1061","13008777","49735"
"1062","13008785","48912"
"1063","13009176","49464"
"1064","13009279","37240"
"1065","130094","29907"
"1066","13010116","38017"
"1067","13010523","64850"
"1068","13010527","75551"
"1069","13010688","65459"
"1070","13011071","00601"
"1071","13011367","08873"
"1072","13011492","08251"
"1073","13012796","14621"
"1074","13013001","12401"
"1075","13013865","95327"
"1076","13014365","97828"
"1077","13014406","04345"
"1078","13014540","19104"
"1079","13014544","18951"
"1080","13014576","18407"
"1081","13014989","18235"
"1082","13015001","17870"
"1083","13015171","93551"
"1084","13015177","08053"
"1085","13015312","16001"
"1086","13015324",NA
"1087","13015331","15601"
"1088","13015429","19155"
"1089","13016415","02828"
"1090","13016490","37604"
"1091","13090392","34741"
"1092","13096838","07003"
"1093","13099271","27612"
"1094","13099767","30024"
"1095","13099790","10030"
"1096","13099973","32407"
"1097","13100173","10463"
"1098","13124845","98027"
"1099","13130401",NA
"1100","13130419","84010"
"1101","13130449","80304"
"1102","13130505","48040"
"1103","13130525","46280"
"1104","13130551","95350"
"1105","13130577","87109"
"1106","13130595","17268"
"1107","13130724","93221"
"1108","13130834","20190"
"1109","13131038","80701"
"1110","13131070","03063"
"1111","13131123","93301"
"1112","13131216","77098"
"1113","13131294","94553"
"1114","13162797","90404"
"1115","13181532","28079"
"1116","13181700","47711"
"1117","13182127","39232"
"1118","13182241","44512"
"1119","13182505","22908"
"1120","13182570","44106"
"1121","13183319","15001"
"1122","13184222","45458"
"1123","13184395","57005"
"1124","13184773","72211"
"1125","13184822","50501"
"1126","13184867","43551"
"1127","13184875","04210"
"1128","13226824","91602"
"1129","13226834","49120"
"1130","13227151","72703"
"1131","13227163","46350"
"1132","13227213","42653"
"1133","13227215","90048"
"1134","13370988","08876"
"1135","13373768","78374"
"1136","13412759","49913"
"1137","13413026","01960"
"1138","13413066","33603"
"1139","13413345","60542"
"1140","13413400","48152"
"1141","13413425","02114"
"1142","13413462","29709"
"1143","13413554","60521"
"1144","13413560","19102"
"1145","13413610","48858"
"1146","13413644","92071"
"1147","13413692","25130"
"1148","13413720","44484"
"1149","13413809","23112"
"1150","13413914","58104"
"1151","13414050","41102"
"1152","13414076","91773"
"1153","13414078","06905"
"1154","13414108","10306"
"1155","13414148","93940"
"1156","13414192","19966"
"1157","13414232","30309"
"1158","13414238","17870"
"1159","13414290","33919"
"1160","13414419","17866"
"1161","13414460","46322"
"1162","13414477","13905"
"1163","13414497",NA
"1164","13414521","77598"
"1165","13414525","77555"
"1166","13414632","84121"
"1167","13414647","01960"
"1168","13414762","63031"
"1169","13414963","48101"
"1170","13415019","70791"
"1171","13415225","32221"
"1172","13415227","00988"
"1173","13415326","75061"
"1174","13415372","21401"
"1175","13415716","33853"
"1176","13415881","71958"
"1177","13415989","63857"
"1178","13416001","84701"
"1179","13416019","44145"
"1180","13416025","48374"
"1181","13416120","68847"
"1182","13416252","63901"
"1183","13416396","94590"
"1184","13416453","14020"
"1185","13416484","18509"
"1186","13416607","47150"
"1187","13416658","13601"
"1188","13416756","19808"
"1189","13416758","84790"
"1190","13416834","30117"
"1191","13416846","33125"
"1192","13417033","53097"
"1193","13417035","60625"
"1194","13417108","43623"
"1195","13417173","10467"
"1196","13417267","10021"
"1197","13417271","60076"
"1198","13417343","92346"
"1199","13417361","31015"
"1200","13417415","60089"
"1201","13417419","72223"
"1202","13417519","97128"
"1203","13417533","70403"
"1204","13417552","01805"
"1205","13417659","02532"
"1206","13417736","56277"
"1207","13422998","94110"
"1208","13453471","85297"
"1209","13453521","08822"
"1210","13453525","12208"
"1211","13474276","75033"
"1212","13474693","06460"
"1213","13630125","62476"
"1214","13631189","30117"
"1215","13736315","30017"
"1216","13739021","84404"
"1217","13758379","94598"
"1218","13759264","00601"
"1219","13760391","01085"
"1220","13760774","14075"
"1221","13761181","02903"
"1222","13761500","02115"
"1223","13761596","84041"
"1224","13762532","87120"
"1225","13762646","46203"
"1226","13762688","00601"
"1227","13762833","00601"
"1228","13762919","98264"
"1229","13763242","83501"
"1230","13763302","68510"
"1231","13764219","01867"
"1232","13764354","55041"
"1233","13764397","53711"
"1234","13765982","14810"
"1235","13766057","55101"
"1236","13766310","83501"
"1237","13766333","98405"
"1238","13766514","11794"
"1239","13767177","54701"
"1240","13767346","06804"
"1241","13767437","56531"
"1242","137724","89119"
"1243","13773483","93637"
"1244","13773492","53716"
"1245","13773591","78240"
"1246","13773711","96001"
"1247","13773760","91731"
"1248","13773843","76123"
"1249","13773910","55433"
"1250","13773980","84029"
"1251","13773992","95691"
"1252","13774019","66216"
